feature,importance
Glucose_x_Age,0.18998975809733357
Glucose,0.13211801657521258
Insulin_BMI_Interaction,0.12192875569540966
Pedigree_x_Glucose,0.10238560197285025
QUICKI,0.09781628854438379
BMI,0.0957988360516155
Age,0.07343596807215957
Age_x_Pregnancies,0.06539000339886654
Pregnancies,0.042548598540972545
Glucose_bin,0.04181509214300729
Age_bin,0.020131286729214718
BMI_bin,0.016641794178974035
